data_da_transacao,hora_da_transacao,localizacao_da_loja,quantidade_vendida,valor_unitario,valor_total,categoria_do_produto,nome_do_produto,tamanho,nome_do_mes,nome_do_dia,hora,mes,dia_da_semana
18-04-2023,14:24:11,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,14,4,1
18-04-2023,16:53:04,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,16,4,1
19-04-2023,09:54:30,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,9,4,2
19-04-2023,10:45:09,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,10,4,2
20-04-2023,13:04:27,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,13,4,3
21-04-2023,09:05:36,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,9,4,4
22-04-2023,09:08:13,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,9,4,5
22-04-2023,09:22:31,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,9,4,5
22-04-2023,17:45:23,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,17,4,5
23-04-2023,09:45:15,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,9,4,6
23-04-2023,10:11:25,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,10,4,6
23-04-2023,11:43:00,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,11,4,6
24-04-2023,14:18:40,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,14,4,0
24-04-2023,14:56:56,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,14,4,0
24-04-2023,18:23:05,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,18,4,0
25-04-2023,06:53:34,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,6,4,1
25-04-2023,12:50:48,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,12,4,1
26-04-2023,12:11:57,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,12,4,2
27-04-2023,10:55:03,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,10,4,3
29-04-2023,07:17:02,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,7,4,5
29-04-2023,07:26:58,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,7,4,5
30-04-2023,07:36:17,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,7,4,6
30-04-2023,08:55:16,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,8,4,6
30-04-2023,13:45:46,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,13,4,6
01-04-2023,14:49:18,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,14,4,5
01-04-2023,15:37:52,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,15,4,5
01-04-2023,15:50:59,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,15,4,5
01-04-2023,16:16:43,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,16,4,5
01-04-2023,19:58:52,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,19,4,5
02-04-2023,13:58:36,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,13,4,6
03-04-2023,18:42:28,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,18,4,0
03-04-2023,18:56:00,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,18,4,0
04-04-2023,11:02:08,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,11,4,1
04-04-2023,12:59:15,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,12,4,1
04-04-2023,13:14:55,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,13,4,1
04-04-2023,14:57:04,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,14,4,1
05-04-2023,11:07:47,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,11,4,2
05-04-2023,14:28:15,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,14,4,2
05-04-2023,15:48:33,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,15,4,2
05-04-2023,16:45:43,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,16,4,2
05-04-2023,19:50:19,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,19,4,2
06-04-2023,11:56:12,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,11,4,3
06-04-2023,13:54:11,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,13,4,3
07-04-2023,09:00:04,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,9,4,4
07-04-2023,12:52:20,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,12,4,4
08-04-2023,12:34:39,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,12,4,5
08-04-2023,14:05:50,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,14,4,5
08-04-2023,17:43:37,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,17,4,5
08-04-2023,19:17:15,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,19,4,5
08-04-2023,19:24:42,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,19,4,5
09-04-2023,08:15:41,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,8,4,6
09-04-2023,12:48:19,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,12,4,6
10-04-2023,07:41:04,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,7,4,0
10-04-2023,10:19:03,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,10,4,0
10-04-2023,10:29:37,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,10,4,0
10-04-2023,14:35:12,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,14,4,0
10-04-2023,16:11:05,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,16,4,0
11-04-2023,09:05:28,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,9,4,1
11-04-2023,10:39:06,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,10,4,1
12-04-2023,09:43:42,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,9,4,2
12-04-2023,14:18:29,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,14,4,2
13-04-2023,18:27:23,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,18,4,3
14-04-2023,10:18:20,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,10,4,4
15-04-2023,18:30:28,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,18,4,5
15-04-2023,19:28:50,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,19,4,5
16-04-2023,07:26:07,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,7,4,6
16-04-2023,08:01:30,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,8,4,6
16-04-2023,08:20:30,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,8,4,6
16-04-2023,15:59:03,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,15,4,6
17-04-2023,07:07:48,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,7,4,0
17-04-2023,08:55:51,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,8,4,0
17-04-2023,17:44:09,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,17,4,0
18-04-2023,10:36:18,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,10,4,1
18-04-2023,17:35:47,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,17,4,1
19-04-2023,11:28:53,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,11,4,2
19-04-2023,19:28:50,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,19,4,2
20-04-2023,09:01:32,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,9,4,3
20-04-2023,13:15:28,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,13,4,3
21-04-2023,08:25:23,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,8,4,4
21-04-2023,09:24:21,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,9,4,4
21-04-2023,10:18:20,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,10,4,4
22-04-2023,07:41:55,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,7,4,5
22-04-2023,12:02:49,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,12,4,5
23-04-2023,07:25:36,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,7,4,6
23-04-2023,08:07:41,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,8,4,6
23-04-2023,13:48:28,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,13,4,6
23-04-2023,15:15:21,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,15,4,6
23-04-2023,17:44:25,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,17,4,6
23-04-2023,17:50:44,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,17,4,6
23-04-2023,19:23:40,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,19,4,6
24-04-2023,10:59:07,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,10,4,0
24-04-2023,14:45:10,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Segunda-feira,14,4,0
25-04-2023,18:01:20,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Terça-feira,18,4,1
26-04-2023,08:55:06,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,8,4,2
26-04-2023,09:31:58,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,9,4,2
26-04-2023,10:17:39,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,10,4,2
26-04-2023,13:16:33,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,13,4,2
26-04-2023,13:35:52,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,13,4,2
26-04-2023,14:33:03,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quarta-feira,14,4,2
27-04-2023,17:08:58,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Quinta-feira,17,4,3
28-04-2023,07:18:26,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,7,4,4
28-04-2023,10:08:33,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sexta-feira,10,4,4
29-04-2023,17:25:09,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Sábado,17,4,5
30-04-2023,09:05:28,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,9,4,6
30-04-2023,10:19:03,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,10,4,6
30-04-2023,14:35:12,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,14,4,6
30-04-2023,18:01:20,Astoria,1,4.25,4.25,Café,Latte,Regular,Abril,Domingo,18,4,6
01-05-2023,08:41:23,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,8,5,0
01-05-2023,09:32:58,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,9,5,0
02-05-2023,09:00:14,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,9,5,1
02-05-2023,09:13:16,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,9,5,1
03-05-2023,12:59:45,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,12,5,2
03-05-2023,14:04:07,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,14,5,2
03-05-2023,14:08:26,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,14,5,2
03-05-2023,15:53:24,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,15,5,2
03-05-2023,18:09:18,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,18,5,2
04-05-2023,14:13:50,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,14,5,3
04-05-2023,15:23:38,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,15,5,3
04-05-2023,17:58:13,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,17,5,3
04-05-2023,19:01:01,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,19,5,3
05-05-2023,08:25:59,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,8,5,4
05-05-2023,13:31:33,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,13,5,4
05-05-2023,14:19:35,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,14,5,4
05-05-2023,17:02:22,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,17,5,4
05-05-2023,19:57:57,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,19,5,4
06-05-2023,09:27:30,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,9,5,5
06-05-2023,14:55:24,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,14,5,5
07-05-2023,08:32:16,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,8,5,6
07-05-2023,10:25:19,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,10,5,6
07-05-2023,18:06:25,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,18,5,6
08-05-2023,13:58:35,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,13,5,0
09-05-2023,07:40:11,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,7,5,1
09-05-2023,07:43:10,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,7,5,1
09-05-2023,08:42:01,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,8,5,1
09-05-2023,09:56:25,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,9,5,1
09-05-2023,17:46:38,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,17,5,1
10-05-2023,08:07:45,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,8,5,2
11-05-2023,07:14:22,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,7,5,3
11-05-2023,11:27:56,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,11,5,3
12-05-2023,09:49:11,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,9,5,4
12-05-2023,10:27:14,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,10,5,4
12-05-2023,13:47:12,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,13,5,4
13-05-2023,09:30:55,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,9,5,5
13-05-2023,10:53:15,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,10,5,5
14-05-2023,08:46:34,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,8,5,6
14-05-2023,09:49:58,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,9,5,6
14-05-2023,14:16:46,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,14,5,6
15-05-2023,11:07:29,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,11,5,0
15-05-2023,15:23:36,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,15,5,0
16-05-2023,07:37:38,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,7,5,1
16-05-2023,08:33:10,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,8,5,1
16-05-2023,11:26:39,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,11,5,1
16-05-2023,19:21:14,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,19,5,1
17-05-2023,08:28:35,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,8,5,2
17-05-2023,10:20:46,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,10,5,2
17-05-2023,17:43:31,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,17,5,2
18-05-2023,07:39:43,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,7,5,3
18-05-2023,08:28:01,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,8,5,3
18-05-2023,10:43:24,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,10,5,3
18-05-2023,11:20:26,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,11,5,3
18-05-2023,11:25:39,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,11,5,3
18-05-2023,13:13:12,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,13,5,3
19-05-2023,08:36:36,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,8,5,4
19-05-2023,09:07:16,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,9,5,4
19-05-2023,12:21:29,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,12,5,4
19-05-2023,19:53:39,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,19,5,4
20-05-2023,08:22:07,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,8,5,5
20-05-2023,09:54:54,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,9,5,5
20-05-2023,10:21:42,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,10,5,5
20-05-2023,16:58:51,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,16,5,5
20-05-2023,19:45:49,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,19,5,5
21-05-2023,09:17:26,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,9,5,6
22-05-2023,09:05:23,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,9,5,0
22-05-2023,09:11:28,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,9,5,0
22-05-2023,11:32:46,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,11,5,0
22-05-2023,16:23:23,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,16,5,0
22-05-2023,19:09:40,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,19,5,0
23-05-2023,10:12:36,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,10,5,1
23-05-2023,15:12:12,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,15,5,1
23-05-2023,15:27:09,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,15,5,1
24-05-2023,07:30:56,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,7,5,2
24-05-2023,09:01:48,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,9,5,2
24-05-2023,16:56:43,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,16,5,2
25-05-2023,06:39:28,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,6,5,3
25-05-2023,08:49:56,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,8,5,3
26-05-2023,06:35:48,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,6,5,4
26-05-2023,06:52:02,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,6,5,4
26-05-2023,08:07:23,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,8,5,4
26-05-2023,10:01:13,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,10,5,4
26-05-2023,11:28:55,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,11,5,4
26-05-2023,14:26:37,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,14,5,4
26-05-2023,17:35:50,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,17,5,4
26-05-2023,18:21:38,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,18,5,4
27-05-2023,09:59:28,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,9,5,5
27-05-2023,10:47:09,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,10,5,5
27-05-2023,15:24:09,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,15,5,5
27-05-2023,17:36:48,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,17,5,5
27-05-2023,20:19:20,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,20,5,5
27-05-2023,20:31:44,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,20,5,5
28-05-2023,16:52:55,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Domingo,16,5,6
29-05-2023,10:40:40,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,10,5,0
29-05-2023,16:06:35,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,16,5,0
29-05-2023,17:11:39,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,17,5,0
29-05-2023,17:21:17,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,17,5,0
30-05-2023,09:17:26,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,9,5,1
30-05-2023,09:56:25,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,9,5,1
30-05-2023,10:25:19,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,10,5,1
30-05-2023,12:16:03,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,12,5,1
31-05-2023,07:14:22,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,7,5,2
31-05-2023,17:02:10,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,17,5,2
31-05-2023,17:21:17,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,17,5,2
31-05-2023,20:31:44,Hell's Kitchen,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,20,5,2
01-05-2023,07:19:13,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,7,5,0
01-05-2023,07:39:13,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,7,5,0
01-05-2023,10:35:40,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,10,5,0
01-05-2023,11:45:43,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,11,5,0
01-05-2023,13:17:10,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,13,5,0
01-05-2023,13:32:33,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,13,5,0
01-05-2023,17:58:01,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Segunda-feira,17,5,0
02-05-2023,13:56:19,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,13,5,1
02-05-2023,14:07:59,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,14,5,1
02-05-2023,17:49:31,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Terça-feira,17,5,1
03-05-2023,15:29:50,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,15,5,2
03-05-2023,16:23:10,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,16,5,2
03-05-2023,18:13:18,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Quarta-feira,18,5,2
04-05-2023,09:41:12,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,9,5,3
04-05-2023,11:44:41,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Quinta-feira,11,5,3
05-05-2023,08:18:44,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,8,5,4
05-05-2023,08:31:44,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,8,5,4
05-05-2023,09:36:30,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,9,5,4
05-05-2023,10:33:51,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,10,5,4
05-05-2023,10:40:16,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,10,5,4
05-05-2023,15:05:44,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sexta-feira,15,5,4
06-05-2023,09:18:01,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,9,5,5
06-05-2023,10:28:38,Lower Manhattan,1,4.25,4.25,Café,Latte,Regular,Maio,Sábado,10,5,5
